what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"macosx",1250084539029
arch,sysinfo,,,"x86",1250084539029
ws,sysinfo,,,"cocoa",1250084539029
locale,sysinfo,,,"sv_SE",1250084539029
processors,sysinfo,,,"2",1250084539029
java.runtime.name,sysinfo,,,"Java(TM) 2 Runtime Environment, Standard Edition",1250084539029
java.runtime.version,sysinfo,,,"1.5.0_16-b06-284",1250084539029
java.specification.name,sysinfo,,,"Java Platform API Specification",1250084539029
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1250084539029
java.specification.version,sysinfo,,,"1.5",1250084539029
java.vendor,sysinfo,,,"Apple Inc.",1250084539029
java.version,sysinfo,,,"1.5.0_16",1250084539029
java.vm.info,sysinfo,,,"mixed mode",1250084539029
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1250084539029
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1250084539029
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1250084539029
java.vm.specification.version,sysinfo,,,"1.0",1250084539029
java.vm.vendor,sysinfo,,,"Apple Inc.",1250084539029
java.vm.version,sysinfo,,,"1.5.0_16-133",1250084539029
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1250084541590
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1250084541592
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1250084547710
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250084547784
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250084548100
started,bundle,org.eclipse.jdt.apt.core,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.core",1250084548648
