what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1250081941230
started,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1250081944604
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1250081944799
started,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1250081944841
opened,view,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit.ResultView",1250081945343
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250081956244
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250081977583
activated,view,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit.ResultView",1250081979939
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250081979940
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250081981153
closed,view,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit.ResultView",1250081981154
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250081988777
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250081990098
activated,perspective,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.JavaPerspective",1250081990214
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.window.resetPerspective",1250081990509
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1250081992306
executed,command,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit.junitShortcut.run",1250082001153
opened,view,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit.ResultView",1250082001294
activated,view,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit.ResultView",1250082001326
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250082001349
activated,view,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit.ResultView",1250082001713
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250082006647
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250082012222
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250082013627
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250082013777
