what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.context.ui",1260911680309
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.monitor.ui",1260911680309
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.tasks.ui",1260911680330
started,bundle,org.eclipse.mylyn.team.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.team.ui",1260911680333
os,sysinfo,,,"macosx",1260911680338
arch,sysinfo,,,"x86",1260911680338
ws,sysinfo,,,"cocoa",1260911680338
locale,sysinfo,,,"sv_SE",1260911680338
processors,sysinfo,,,"2",1260911680338
java.runtime.name,sysinfo,,,"Java(TM) 2 Runtime Environment, Standard Edition",1260911680338
java.runtime.version,sysinfo,,,"1.5.0_16-b06-284",1260911680338
java.specification.name,sysinfo,,,"Java Platform API Specification",1260911680338
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1260911680338
java.specification.version,sysinfo,,,"1.5",1260911680338
java.vendor,sysinfo,,,"Apple Inc.",1260911680338
java.version,sysinfo,,,"1.5.0_16",1260911680338
java.vm.info,sysinfo,,,"mixed mode",1260911680338
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1260911680338
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1260911680338
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1260911680338
java.vm.specification.version,sysinfo,,,"1.0",1260911680338
java.vm.vendor,sysinfo,,,"Apple Inc.",1260911680338
java.vm.version,sysinfo,,,"1.5.0_16-133",1260911680338
started,bundle,org.eclipse.jdt.apt.core,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.core",1260911681283
started,bundle,org.eclipse.epp.usagedata.ui,1.1.0.R200906100410,"org.eclipse.epp.usagedata.ui",1260911681456
