what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"org.eclipse.ui.workbench",1250084996929
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1250084996930
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1250084996931
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1250084996931
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1250084996932
os,sysinfo,,,"macosx",1250084996934
arch,sysinfo,,,"x86",1250084996934
ws,sysinfo,,,"cocoa",1250084996934
locale,sysinfo,,,"sv_SE",1250084996934
processors,sysinfo,,,"2",1250084996934
java.runtime.name,sysinfo,,,"Java(TM) 2 Runtime Environment, Standard Edition",1250084996934
java.runtime.version,sysinfo,,,"1.5.0_16-b06-284",1250084996934
java.specification.name,sysinfo,,,"Java Platform API Specification",1250084996934
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1250084996934
java.specification.version,sysinfo,,,"1.5",1250084996934
java.vendor,sysinfo,,,"Apple Inc.",1250084996934
java.version,sysinfo,,,"1.5.0_16",1250084996934
java.vm.info,sysinfo,,,"mixed mode",1250084996934
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1250084996934
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1250084996934
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1250084996934
java.vm.specification.version,sysinfo,,,"1.0",1250084996934
java.vm.vendor,sysinfo,,,"Apple Inc.",1250084996934
java.vm.version,sysinfo,,,"1.5.0_16-133",1250084996934
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250084997635
