what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206601883
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206613352
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1277206613393
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206619646
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206631404
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1277206631440
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206642948
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206669532
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1277206669588
started,bundle,org.eclipse.jdt.apt.core,3.3.201.R35x_v20090818-0235,"org.eclipse.jdt.apt.core",1277206669743
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090818-0225,"org.eclipse.jdt.apt.pluggable.core",1277206669761
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206683264
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206689882
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1277206689929
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206703009
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206706193
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1277206706236
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206718889
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206721584
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1277206721629
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206731893
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206739531
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1277206739582
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206754623
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206758948
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206781070
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206790004
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206808933
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206819854
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206828322
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206837604
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1277206837656
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206853205
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206859818
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206871965
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206883185
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206891866
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206902246
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1277206902295
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206911471
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206918983
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206928739
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206939363
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206946966
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206956849
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1277206956898
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206970247
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206981194
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206987992
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277206998868
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277207012782
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277207017790
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1277207017841
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277207025324
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277207032903
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277207047568
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277207055895
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277207064507
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277207072418
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1277207072473
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1277207080472
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1277207080611
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1277207080928
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1277207081226
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1277207091411
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1277207091489
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1277207113660
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1277207113703
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1277207127971
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1277207127972
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277207134420
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277207144976
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277207147888
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277207149836
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277207150014
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1277207150535
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.204.v200909021537,"org.eclipse.wst.xsd.ui",1277207150553
stopped,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1277207150553
stopped,bundle,org.eclipse.wst.common.ui,1.1.402.v200901262305,"org.eclipse.wst.common.ui",1277207150554
stopped,bundle,org.eclipse.mylyn.ide.ant,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.ide.ant",1277207150554
stopped,bundle,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui",1277207150555
stopped,bundle,org.eclipse.mylyn.java.tasks,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.tasks",1277207150555
stopped,bundle,org.eclipse.mylyn.java.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.ui",1277207150589
stopped,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1277207150611
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1277207150611
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.ui",1277207150646
stopped,bundle,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui",1277207150647
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1277207150647
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1281685608557
started,bundle,org.eclipse.osgi,3.5.0.v20090520,"org.eclipse.osgi",1281685608558
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.100.v20090520-1905,"org.eclipse.equinox.simpleconfigurator",1281685608570
started,bundle,com.ibm.icu,4.0.1.v20090415,"com.ibm.icu",1281685608616
started,bundle,org.eclipse.core.contenttype,3.4.0.v20090429-1800,"org.eclipse.core.contenttype",1281685608651
started,bundle,org.eclipse.core.databinding.observable,1.2.0.I20090604-2000,"org.eclipse.core.databinding.observable",1281685608672
started,bundle,org.eclipse.core.expressions,3.4.100.v20090429-1800,"org.eclipse.core.expressions",1281685608692
started,bundle,org.eclipse.core.filebuffers,3.5.0.v20090526-2000,"org.eclipse.core.filebuffers",1281685608704
started,bundle,org.eclipse.core.filesystem,1.2.0.v20090507,"org.eclipse.core.filesystem",1281685608725
started,bundle,org.eclipse.core.jobs,3.4.100.v20090429-1800,"org.eclipse.core.jobs",1281685608738
started,bundle,org.eclipse.core.net,1.2.0.I20090522-1010,"org.eclipse.core.net",1281685608750
started,bundle,org.eclipse.core.resources,3.5.0.v20090512,"org.eclipse.core.resources",1281685608762
started,bundle,org.eclipse.core.runtime,3.5.0.v20090525,"org.eclipse.core.runtime",1281685608771
started,bundle,org.eclipse.core.runtime.compatibility,3.2.0.v20090413,"org.eclipse.core.runtime.compatibility",1281685608780
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.100.v20090413,"org.eclipse.core.runtime.compatibility.auth",1281685608791
started,bundle,org.eclipse.debug.core,3.5.0.v20090526-1600,"org.eclipse.debug.core",1281685608810
started,bundle,org.eclipse.ecf,3.0.0.v20090604-1131,"org.eclipse.ecf",1281685608816
started,bundle,org.eclipse.ecf.filetransfer,3.0.0.v20090604-1131,"org.eclipse.ecf.filetransfer",1281685608824
